[20, 26, 45]
[18, 24, 44]
[20, 28, 47]
[18, 24, 45]
[14, 23, 45]
[18, 26, 46]
[19, 26, 46]
[20, 27, 46]
[17, 29, 42]
[19, 25, 45]
[20, 28, 47]
[19, 26, 46]
[20, 28, 47]
[19, 25, 45]
[0, 25, 46]
[19, 25, 46]
[18, 24, 45]
