[221, 104, 13]
[222, 106, 13]
[222, 105, 12]
[222, 107, 14]
[221, 105, 12]
[219, 104, 12]
[221, 106, 14]
[219, 104, 12]
[219, 104, 12]
[220, 104, 11]
[221, 106, 14]
[221, 106, 13]
[223, 107, 14]
